Date,spot,vol,rate
9/7/2007,146.07,24.3699,4.026436
9/10/2007,145.79,25.0674,3.923818
9/11/2007,147.49,22.9422,4.086849
9/12/2007,147.87,23.0332,3.984254
9/13/2007,148.91,22.4869,4.027766
9/14/2007,148.9,22.3403,3.832273
9/17/2007,148.1,24.0358,3.760365
9/18/2007,152.46,18.7122,3.780404
9/19/2007,153.36,,3.494158
9/20/2007,152.28,17.9955,3.42463
9/21/2007,151.97,17.2549,3.301131
9/24/2007,151.69,17.5767,3.311042
9/25/2007,151.39,17.2899,3.290328
9/26/2007,152.19,16.4055,3.187988
9/27/2007,153.09,15.8423,3.26116
9/28/2007,152.58,16.56,3.352186
10/1/2007,154.3,16.2534,3.464192
10/2/2007,154.09,16.852,3.576171
10/3/2007,153.78,16.897,3.616656
10/4/2007,154.02,16.8729,3.577919
10/5/2007,155.85,15.1651,3.545884
10/8/2007,155.02,16.0604,3.54554
10/9/2007,156.48,15.0463,3.637436
10/10/2007,156.22,15.4235,3.657493
10/11/2007,155.47,17.4141,3.861297
10/12/2007,156.33,16.2014,4.07754
10/15/2007,155.01,18.1294,4.209942
10/16/2007,153.78,18.5681,4.107282
10/17/2007,154.25,,3.626865
10/18/2007,153.69,17.1813,3.230514
10/19/2007,149.67,21.2611,3.362397
10/22/2007,150.54,20.3175,3.627584
10/23/2007,151.76,19.0167,3.811044
10/24/2007,151.48,19.4674,3.657493
10/25/2007,151.84,20.097,3.89524
10/26/2007,153.62,18.4487,3.945102
10/29/2007,154.13,18.6926,3.944677
10/30/2007,153.06,19.9501,3.913601
10/31/2007,154.65,17.2182,3.892754
11/1/2007,151.03,21.6383,3.894825
11/2/2007,151.2,20.673,3.730102
11/5/2007,150.05,22.8038,3.893168
11/6/2007,152.07,19.5716,3.913183
11/7/2007,147.91,23.8172,3.698331
11/8/2007,147.16,23.7619,3.567698
11/9/2007,145.14,26.0928,3.423349
11/12/2007,143.7,26.9676,3.423028
11/13/2007,148.08,22.1516,3.770191
11/14/2007,147.67,23.0855,3.800436
11/15/2007,145.54,25.188,3.718374
11/16/2007,145.79,23.1421,3.832273
11/19/2007,143.76,24.2686,3.75015
11/20/2007,144.64,23.4741,3.55575
11/21/2007,141.68,25.6333,3.350958
11/23/2007,144.13,24.5111,3.658589
11/26/2007,140.95,27.37,3.515248
11/27/2007,142.57,25.1019,3.606803
11/28/2007,147.13,22.501,3.422709
11/29/2007,147.18,22.3493,3.393976
11/30/2007,148.66,21.0676,3.658589
12/3/2007,147.68,21.7855,3.617371
12/4/2007,146.36,22.0625,3.698705
12/5/2007,148.81,20.4559,3.647283
12/6/2007,150.94,18.9368,3.077303
12/7/2007,150.91,18.784,3.005077
12/10/2007,152.08,18.9418,3.035446
12/11/2007,147.91,22.02,2.831143
12/12/2007,149.37,21.123,2.739131
12/13/2007,149.06,21.0785,2.679118
12/14/2007,147.17,22.0779,2.586714
12/17/2007,145.07,24.0081,2.719138
12/18/2007,145.88,22.143,2.708737
12/19/2007,145.88,20.9843,2.575968
12/20/2007,146.8,19.6407,2.362778
12/21/2007,148.13,17.8327,2.382717
12/24/2007,149.23,17.7204,2.627142
12/26/2007,149.55,17.7727,2.943128
12/27/2007,147.67,19.3186,2.749124
12/28/2007,147.3,20.0315,2.484709
12/31/2007,146.21,21.7195,2.606745
1/2/2008,144.93,22.4678,2.963531
1/3/2008,144.86,22.047,3.126499
1/4/2008,141.31,23.7299,3.209239
1/7/2008,141.19,23.35,3.270207
1/8/2008,138.91,25.1826,3.300535
1/9/2008,140.37,23.6747,3.381883
1/10/2008,141.29,23.1049,3.373541
1/11/2008,140.15,23.6326,3.209239
1/14/2008,141.28,22.6492,3.188543
1/15/2008,138.17,23.3411,3.137238
1/16/2008,136.98,,3.147173
1/17/2008,133.43,27.8196,2.995605
1/18/2008,132.06,26.7689,2.60693
1/22/2008,130.72,30.4055,2.086781
1/23/2008,133.86,27.54,1.882865
1/24/2008,134.99,26.8011,2.015217
1/25/2008,133.04,28.4124,2.036048
1/28/2008,135.24,26.6869,2.0869
1/29/2008,135.91,26.3748,2.035822
1/30/2008,134.91,26.7543,1.771397
1/31/2008,137.37,25.5005,1.577667
2/1/2008,139.58,23.4274,1.811817
2/4/2008,137.82,25.1348,2.117481
2/5/2008,134.13,26.6773,2.076589
2/6/2008,133.05,27.4026,1.994948
2/7/2008,133.93,26.4007,2.199563
2/8/2008,133.07,26.8842,2.229755
2/11/2008,133.75,26.2907,2.321382
2/12/2008,134.99,26.1098,2.484371
2/13/2008,136.37,24.5328,2.423031
2/14/2008,135.17,25.3625,2.475011
2/15/2008,135.14,25.0265,2.372365
2/19/2008,135.52,25.267,2.362015
2/20/2008,135.92,24.1902,2.361863
2/21/2008,134.79,24.5391,2.32094
2/22/2008,135.62,23.2426,2.321529
2/25/2008,137.33,21.5865,2.331578
2/26/2008,138.36,20.4425,2.270261
2/27/2008,138.22,20.9525,2.14781
2/28/2008,136.87,21.7808,2.046585
2/29/2008,133.82,24.4092,2.076824
3/3/2008,133.5,24.2889,1.984973
3/4/2008,132.99,24.0699,2.02563
3/5/2008,133.83,22.8723,1.913432
3/6/2008,131.06,25.5692,1.73054
3/7/2008,129.71,25.6683,1.658969
3/10/2008,128,28.0579,1.669082
3/11/2008,132.6,24.7299,1.811637
3/12/2008,131.36,25.7741,1.618001
3/13/2008,131.65,25.9374,1.557287
3/14/2008,129.61,29.8838,1.170064
3/17/2008,128.3,30.45,1.07
3/18/2008,133.63,24.4244,0.468
3/19/2008,130.32,28.4925,0.224
3/20/2008,132.08,25.7955,0.132
3/24/2008,134.72,24.4167,0.498
3/25/2008,134.85,24.5568,1.4022
3/26/2008,133.2,25.2253,1.25
3/27/2008,132.78,24.9538,1.282212
3/28/2008,131.51,25.0923,1.271893
3/31/2008,131.97,24.8819,1.200572
4/1/2008,136.61,21.7966,1.495844
4/2/2008,136.7,22.4212,1.546705
4/3/2008,137.04,22.4018,1.536907
4/4/2008,136.89,21.7722,1.48578
4/7/2008,136.96,21.8413,1.383869
4/8/2008,136.82,21.7322,1.302352
4/9/2008,135.83,22.3355,1.047796
4/10/2008,136.02,21.4774,0.885078
4/11/2008,133.38,22.9447,0.895192
4/14/2008,132.93,23.4392,0.823926
4/15/2008,133.24,22.4565,0.844262
4/16/2008,136.85,19.786,0.844242
4/17/2008,137.05,19.7187,0.905438
4/18/2008,138.48,18.812,0.854478
4/21/2008,138.55,19.3488,0.732337
4/22/2008,137.94,19.7961,0.589876
4/23/2008,137.72,19.6673,0.701877
4/24/2008,138.32,19.0013,0.762929
4/25/2008,139.6,18.529,0.773058
4/28/2008,139.63,18.7229,0.956241
4/29/2008,139.08,19.4685,1.119086
4/30/2008,138.26,19.6638,1.057975
5/1/2008,141.12,17.9245,1.149808
5/2/2008,141.51,16.9299,1.200611
5/5/2008,140.83,17.7444,1.302398
5/6/2008,142.05,17.3765,1.343084
5/7/2008,139.52,18.5795,1.373582
5/8/2008,139.16,18.3035,1.547097
5/9/2008,138.9,18.3379,1.587651
5/12/2008,140.46,17.5417,1.720024
5/13/2008,140.48,17.2795,1.760695
5/14/2008,140.77,16.9577,1.76061
5/15/2008,142.53,15.6662,1.832474
5/16/2008,142.66,15.5552,1.832199
5/19/2008,143.05,15.7948,1.944206
5/20/2008,141.89,15.736,1.923722
5/21/2008,139.49,17.4988,1.913432
5/22/2008,139.51,16.8906,1.965011
5/23/2008,137.64,18.4804,1.923823
5/27/2008,138.66,18.0623,1.923722
5/28/2008,139.3,17.4351,1.954189
5/29/2008,140,16.5119,2.005028
5/30/2008,140.35,15.9678,1.985081
6/2/2008,138.9,17.6115,1.944206
6/3/2008,138.09,18.1161,1.923722
6/4/2008,138.02,18.787,1.872677
6/5/2008,140.78,16.6892,1.791698
6/6/2008,136.29,21.4569,1.740484
6/9/2008,136.62,21.187,1.791348
6/10/2008,135.94,21.3258,1.923722
6/11/2008,133.94,22.2945,1.770797
6/12/2008,134.45,21.8393,1.903837
6/13/2008,136.15,19.9261,1.852581
6/16/2008,136.23,19.6512,1.883059
6/17/2008,135.57,19.877,1.801449
6/18/2008,134.25,21.2047,1.59763
6/19/2008,134.42,20.1242,1.577667
6/20/2008,131.58,21.8353,1.475593
6/23/2008,131.45,21.6122,1.495905
6/24/2008,131.19,21.5983,1.475474
6/25/2008,131.81,20.3382,1.32267
6/26/2008,128.23,23.1602,1.384078
6/27/2008,127.53,22.6518,1.373736
6/30/2008,127.98,22.7732,1.526463
7/1/2008,128.38,22.4294,1.750507
7/2/2008,126.18,24.8764,1.863152
7/3/2008,126.31,23.6655,1.852581
7/7/2008,125.02,24.552,1.801449
7/8/2008,127.24,22.044,1.801449
7/9/2008,124.79,24.3291,1.76061
7/10/2008,125.3,24.4915,1.465583
7/11/2008,123.84,26.2682,1.332997
7/14/2008,122.72,27.4166,1.373685
7/15/2008,120.99,27.5126,1.271805
7/16/2008,123.96,24.1779,1.169951
7/17/2008,125.2,23.8141,1.282212
7/18/2008,125.98,22.9733,1.26171
7/21/2008,126.05,22.2949,1.302398
7/22/2008,127.48,20.4826,1.404184
7/23/2008,128.17,20.719,1.485599
7/24/2008,125.51,22.8341,1.68977
7/25/2008,125.48,22.4492,1.720105
7/28/2008,123.64,24.3361,1.669082
7/29/2008,126.28,21.0295,1.679193
7/30/2008,128.53,20.2536,1.618001
7/31/2008,126.83,22.1195,1.516528
8/1/2008,126.16,21.6337,1.506153
8/4/2008,124.99,22.7027,1.587582
8/5/2008,128.36,20.1832,1.577327
8/6/2008,128.93,19.4694,1.414313
8/7/2008,127.01,20.3548,1.54287
8/8/2008,129.37,19.7188,1.603634
8/11/2008,130.71,19.7456,1.745807
8/12/2008,129.35,20.4901,1.715244
8/13/2008,128.57,20.8319,1.705004
8/14/2008,129.54,19.592,1.735976
8/15/2008,130.17,18.583,1.715405
8/18/2008,128.39,19.8089,1.725485
8/19/2008,126.99,20.2091,1.755884
8/20/2008,127.58,19.2329,1.644054
8/21/2008,127.8,18.6135,1.725812
8/22/2008,129.65,17.6379,1.674759
8/25/2008,127.02,19.5959,1.634042
8/26/2008,127.39,19.0588,1.603493
8/27/2008,128.63,18.3586,1.583588
8/28/2008,130.19,17.7249,1.593682
8/29/2008,128.79,19.0889,1.603563
9/2/2008,127.99,20.4625,1.62381
9/3/2008,127.88,20.0125,1.603422
9/4/2008,124.03,22.3796,1.64398
9/5/2008,124.42,21.6388,1.573153
9/8/2008,126.99,21.625,1.583245
9/9/2008,123.22,24.463,1.501914
9/10/2008,123.72,23.6264,1.501852
9/11/2008,125.51,23.7772,1.532708
9/12/2008,126.09,25.324,1.309042
9/15/2008,120.09,27.7959,0.223087
9/16/2008,122.1,31.3418,0.253511
9/17/2008,116.61,32.2295,0.182519
9/18/2008,120.07,30.7695,0.25352
9/19/2008,124.12,29.5335,0.557843
9/22/2008,121.31,29.6672,0.496961
9/23/2008,118.55,33.0163,0.354937
9/24/2008,118.93,33.3223,0.091256
9/25/2008,120.79,31.7398,0.101396
9/26/2008,120.85,34.0253,0.101396
9/29/2008,111.38,44.3766,0.050696
9/30/2008,115.99,37.5999,0.202803
10/1/2008,116.06,38.3926,0.202801
10/2/2008,111.85,43.5466,0.679647
10/3/2008,110.34,42.7196,0.111536
10/6/2008,104.72,49.8804,0.070975
10/7/2008,100.03,44.5495,0.304222
10/8/2008,97.51,52.8118,0.30422
10/9/2008,90.7,52.2671,0.101396
10/10/2008,88.5,70.5058,0.0507
10/13/2008,101.35,49.4877,0.050696
10/14/2008,99.85,51.889,0.101395
10/15/2008,90.02,54.9369,0.050696
10/16/2008,93.77,59.0874,0.066
10/17/2008,93.21,60.8899,0.060836
10/20/2008,98.81,46.2773,0.060836
10/21/2008,95.86,46.5124,0.446231
10/22/2008,90.64,58.4009,0.294078
10/23/2008,91.69,59.7218,0.324522
10/24/2008,87.04,71.3831,0.243372
10/27/2008,83.95,66.8584,0.304225
10/28/2008,93.76,58.8486,0.172379
10/29/2008,93.08,61.3849,0.284
10/30/2008,96.3,58.203,0.112
10/31/2008,96.83,52.5307,0.111536
11/3/2008,97.11,49.6089,0.141958
11/4/2008,100.41,44.6425,0.141957
11/5/2008,96.19,46.0926,0.091255
11/6/2008,90.86,55.9473,0.111537
11/7/2008,93.86,52.8022,0.091255
11/10/2008,92.63,54.6627,0.091255
11/11/2008,89.77,54.0743,0.091255
11/12/2008,85.82,58.5663,0.040557
11/13/2008,91.17,52.4491,0.050696
11/14/2008,86.62,59.843,0.050696
11/17/2008,85.47,62.1199,0.050696
11/18/2008,87.08,62.2945,0.070975
11/19/2008,81.5,66.3847,0.040557
11/20/2008,75.45,71.4684,0.040557
11/21/2008,79.52,67.6318,0.030417
11/24/2008,85.03,60.6093,0.030417
11/25/2008,85.66,59.138,0.030417
11/26/2008,88.97,50.804,0.030417
11/28/2008,90.09,51.575,0.010139
12/1/2008,82.11,63.8519,0.030417
12/2/2008,85.27,59.9926,0.020278
12/3/2008,87.32,57.418,0.01
12/4/2008,85.3,59.6547,-0.091
12/5/2008,87.93,56.636,-0.01
12/8/2008,91,52.4414,-0.046
12/9/2008,89.5,52.9488,-0.02
12/10/2008,90.11,51.4785,-0.025
12/11/2008,87.94,49.4954,-0.01
12/12/2008,88.99,50.2857,0.015
12/15/2008,87.75,53.1979,-0.02
12/16/2008,91.88,49.5485,-0.02
12/17/2008,90.99,46.5382,0.015
12/18/2008,89.29,42.5095,0.035487
12/19/2008,88.19,41.09,0.035487
12/22/2008,87.06,41.0464,0.015
12/23/2008,86.16,42.1723,0.020278
12/24/2008,86.66,41.445,-0.007097
12/26/2008,87.16,40.9459,-0.050693
12/29/2008,86.91,41.9298,0.040557
12/30/2008,88.97,39.5774,0.005069
12/31/2008,90.24,36.0126,0.005069
1/2/2009,92.96,33.8826,0.025348
1/5/2009,92.85,35.6656,0.015208
1/6/2009,93.47,34.1299,0.02332
1/7/2009,90.67,39.0443,0.025348
1/8/2009,91.042,38.442,0.020278
1/9/2009,89.09,37.6385,0.020278
1/12/2009,86.95,42.4172,0.020278
1/13/2009,87.11,40.2419,0.025348
1/14/2009,84.37,44.2967,0.020278
1/15/2009,84.4,42.9029,0.020278
1/16/2009,85.06,40.3099,0.020278
1/20/2009,80.57,48.4815,0.020278
1/21/2009,84.05,43.6789,0.020278
1/22/2009,82.75,42.0958,0.020278
1/23/2009,83.11,42.188,0.010139
1/26/2009,83.68,41.3334,0.005069
1/27/2009,84.53,38.1472,0.005069
1/28/2009,87.39,35.6722,0.005069
1/29/2009,84.55,37.7808,0.106467
1/30/2009,82.83,40.2269,0.070976
2/2/2009,82.58,42.4812,0.167309
2/3/2009,83.74,38.4452,0.210916
2/4/2009,83.33,39.148,0.152097
2/5/2009,84.57,38.0763,0.207879
2/6/2009,86.98,38.0675,0.202805
2/9/2009,87.1,39,0.207874
2/10/2009,83.11,41.788,0.202803
2/11/2009,83.6,39.8216,0.182519
2/12/2009,83.66,41.0611,0.235263
2/13/2009,82.76,37.1272,0.228158
2/17/2009,79.22,42.8172,0.240326
2/18/2009,79.03,42.6913,0.184547
2/19/2009,78.181,41.4028,0.18049
2/20/2009,77.42,41.7081,0.16731
2/23/2009,74.65,46.3027,0.17238
2/24/2009,77.48,40.6775,0.172379
2/25/2009,76.872,40.4936,0.16528
2/26/2009,75.62,40.327,0.160213
2/27/2009,73.93,40.7636,0.140944
3/2/2009,70.6,46.6796,0.126746
3/3/2009,70.07,44.4518,0.109507
3/4/2009,71.73,41.3145,0.101395
3/5/2009,68.8,46.782,0.094298
3/6/2009,68.92,47.5058,0.101396
3/9/2009,68.11,45.1472,0.109508
3/10/2009,72.17,41.3812,0.116605
3/11/2009,72.64,40.5714,0.100381
3/12/2009,75.5,38.0169,0.081116
3/13/2009,76.09,39.3616,0.076045
3/16/2009,75.86,39.1636,0.077059
3/17/2009,78.18,37.6894,0.086185
3/18/2009,79.93,36.2471,0.082129
3/19/2009,78.94,39.4355,0.075032
3/20/2009,76.71,42.5569,0.074017
3/23/2009,82.22,38.4957,0.065906
3/24/2009,80.6,39.2135,0.038529
3/25/2009,81.45,40.6353,0.030417
3/26/2009,83.11,38.0721,-0.010139
3/27/2009,81.61,38.5731,0.021
3/30/2009,78.79,42.7883,0.005069
3/31/2009,79.52,39.5364,0.126746
4/1/2009,81.06,39.2931,0.155139
4/2/2009,83.43,39.3411,0.157171
4/3/2009,84.26,37.8951,0.152099
4/6/2009,83.6,38.862,0.152098
4/7/2009,81.65,38.9288,0.153111
4/8/2009,82.53,37.363,0.136886
4/9/2009,85.81,35.8842,0.126747
4/13/2009,85.83,36.4433,0.116605
4/14/2009,84.35,36.2008,0.086185
4/15/2009,85.25,35.2993,0.026362
4/16/2009,86.5,32.8115,0.005069
4/17/2009,87.08,31.7456,0.030417
4/20/2009,83.43,36.5775,0.020278
4/21/2009,85.06,34.8988,0.036501
4/22/2009,84.54,34.1691,0.04157
4/23/2009,85.37,35.0755,0.063878
4/24/2009,86.66,34.2601,0.063878
4/27/2009,85.84,36.4071,0.055766
4/28/2009,85.57,34.9431,0.030417
4/29/2009,87.39,33.152,0.02332
4/30/2009,87.42,33.5289,0.038529
5/1/2009,87.89,32.6423,0.033459
5/4/2009,90.88,32.3461,0.119648
5/5/2009,90.57,31.7164,0.119648
5/6/2009,92.141,30.0607,0.115591
5/7/2009,90.86,31.7463,0.134861
5/8/2009,92.98,28.9965,0.134859
5/11/2009,91.24,30.1037,0.136887
5/12/2009,90.97,30.1095,0.129788
5/13/2009,88.68,31.2164,0.13283
5/14/2009,89.44,29.0488,0.096326
5/15/2009,88.71,29.7251,0.096326
5/18/2009,91.23,27.3228,0.094297
5/19/2009,91.12,25.7809,0.106465
5/20/2009,90.51,25.6949,0.090241
5/21/2009,89.21,29.423,0.121678
5/22/2009,89.02,27.711,0.114578
5/26/2009,91.3,26.9355,0.116605
5/27/2009,89.67,27.086,0.124717
5/28/2009,90.92,27.6051,0.119647
5/29/2009,92.53,26.7114,0.131817
6/1/2009,94.77,25.7134,0.121676
6/2/2009,94.85,25.5557,0.119648
6/3/2009,93.65,27.7043,0.116605
6/4/2009,94.53,26.553,0.065906
6/5/2009,94.55,26.1854,0.065906
6/8/2009,94.16,27.0074,0.065906
6/9/2009,94.64,24.9764,0.060836
6/10/2009,94.4,25.8352,0.059822
6/11/2009,94.82,24.5686,0.080102
6/12/2009,95.08,24.4042,0.06185
6/15/2009,92.9,27.5949,0.063878
6/16/2009,91.64,27.8491,0.063877
6/17/2009,91.55,27.0342,0.071989
6/18/2009,92.219,25.9345,0.106467
6/19/2009,92.04,25.0303,0.094298
6/22/2009,89.28,28.352,0.099367
6/23/2009,89.35,27.8521,0.109507
6/24/2009,90.118,26.9465,0.082129
6/25/2009,92.08,24.7581,0.045627
6/26/2009,91.84,23.8453,0.065906
6/29/2009,92.7,23.13,0.096325
6/30/2009,91.95,23.9144,0.101395
7/1/2009,92.33,23.4655,0.116605
7/2/2009,89.81,25.4363,0.134859
7/6/2009,89.8,27.1078,0.136886
7/7/2009,88.06,27.4942,0.139928
7/8/2009,88,29.8349,0.130801
7/9/2009,88.17,27.0769,0.145002
7/10/2009,87.96,27.47,0.136887
7/13/2009,90.102,25.6986,0.139929
7/14/2009,90.61,24.9237,0.136886
7/15/2009,93.26,24.3428,0.139928
7/16/2009,94.15,23.1778,0.139931
7/17/2009,94.13,23.0145,0.135873
7/20/2009,95.131,22.8103,0.147028
7/21/2009,95.57,22.7887,0.142971
7/22/2009,95.55,21.9656,0.129787
7/23/2009,97.661,22.0898,0.141959
7/24/2009,98.06,21.5377,0.141958
7/27/2009,98.35,22.5272,0.126746
7/28/2009,97.89,22.8704,0.131816
7/29/2009,97.652,23.6355,0.114577
7/30/2009,98.67,22.8199,0.12979
7/31/2009,98.81,22.8972,0.121676
8/3/2009,100.44,23.7163,0.134859
8/4/2009,100.7,22.9383,0.134858
8/5/2009,100.41,22.5049,0.139928
8/6/2009,99.89,23.6417,0.137903
8/7/2009,101.202,22.5471,0.134859
8/10/2009,100.99,22.9976,0.135873
8/11/2009,99.73,23.6105,0.134858
8/12/2009,100.8,22.937,0.109507
8/13/2009,101.57,22.7313,0.076046
8/14/2009,100.79,22.7154,0.091255
8/17/2009,98.31,24.9693,0.096325
8/18/2009,99.09,23.7747,0.094297
8/19/2009,99.96,23.2852,0.075031
8/20/2009,100.99,21.754,0.099368
8/21/2009,102.97,21.4079,0.099368
8/24/2009,102.96,21.6151,0.091255
8/25/2009,103.16,21.7415,0.086185
8/26/2009,103.17,21.657,0.069961
8/27/2009,103.4,21.3399,0.111537
8/28/2009,103.38,21.5532,0.10241
8/31/2009,102.46,22.715,0.099367
9/1/2009,100.2,24.901,0.101395
9/2/2009,99.82,24.8849,0.101395
9/3/2009,100.65,23.9311,0.091256
9/4/2009,102.06,21.7336,0.084157
9/8/2009,102.94,22.1224,0.089227
9/9/2009,103.73,21.5417,0.084157
9/10/2009,104.79,20.3619,0.071989
9/11/2009,104.77,21.1066,0.068948
9/14/2009,105.28,21.1081,0.063878
9/15/2009,105.72,20.7852,0.048668
9/16/2009,107.32,21.4861,0.043598
9/17/2009,107.16,21.2464,0.014195
9/18/2009,106.72,21.395,0.019264
9/21/2009,106.45,21.7257,0.031431
9/22/2009,107.07,21.0763,0.024334
9/23/2009,106.18,20.2006,0.015208
9/24/2009,105.01,22.9276,0.020278
9/25/2009,104.45,22.8912,0.01825
9/28/2009,106.32,22.2334,0.005069
9/29/2009,106,22.2413,0.005069
9/30/2009,105.59,22.5209,0.028389
10/1/2009,103,24.7965,0.015209
10/2/2009,102.49,25.4174,0.015208
10/5/2009,104.02,23.8758,0.024334
10/6/2009,105.51,23.1429,0.034473
10/7/2009,105.8,22.3092,0.021292
10/8/2009,106.61,22.189,0.026362
10/9/2009,107.26,21.3574,0.02332
10/12/2009,107.68,21.6623,0.025348
10/13/2009,107.46,21.133,0.033459
10/14/2009,109.31,20.9407,0.030417
10/15/2009,109.71,19.8269,0.032445
10/16/2009,108.89,26.1362,0.043598
10/19/2009,109.79,19.2371,0.041571
10/20/2009,109.211,19.5085,0.04157
10/21/2009,108.23,18.4391,0.030417
10/22/2009,109.33,18.6508,0.010139
10/23/2009,108.08,19.6388,0.010139
10/26/2009,106.91,22.2936,0.010139
10/27/2009,106.42,22.091,0.020278
10/28/2009,104.41,23.9462,0.019264
10/29/2009,106.65,22.2544,0.005069
10/30/2009,103.56,26.837,0.010139
11/2/2009,104.32,26.6556,0.020278
11/3/2009,104.65,25.6308,0.031431
11/4/2009,104.92,24.0367,0.04
11/5/2009,106.850125,23.0223,0.038529
11/6/2009,107.13,21.7358,0.053738
11/9/2009,109.57,20.583,0.048668
11/10/2009,109.59,20.6433,0.050696
11/11/2009,110.15,20.6462,0.049
11/12/2009,109.03,21.6177,0.050696
11/13/2009,109.62,21.1081,0.045626
11/16/2009,111.21,20.4365,0.044612
11/17/2009,111.339,20.1264,0.04157
11/18/2009,111.27,19.8939,0.024
11/19/2009,109.82,20.4037,0.01825
11/20/2009,109.43,19.3073,0.028389
11/23/2009,110.82,17.9146,0.035487
11/24/2009,110.99,17.4887,0.039543
11/25/2009,111.38,17.4809,0.053738
11/27/2009,109.57,21.1263,0.050696
11/30/2009,109.94,21.538,0.066919
12/1/2009,111.3,18.7523,0.064891
12/2/2009,111.25,18.4393,0.075032
12/3/2009,110.38,18.7082,0.081116
12/4/2009,111.01,19.4099,0.076045
12/7/2009,110.84,19.5322,0.071989
12/8/2009,109.61,20.4192,0.067933
12/9/2009,110.021,20.1424,0.009125
12/10/2009,110.64,18.7769,0.009125
12/11/2009,111.11,18.3166,0.009125
12/14/2009,111.87,18.07,0.009125
12/15/2009,111.35,18.2389,0.009125
12/16/2009,111.52,17.8305,0.005069
12/17/2009,110.18,18.928,0.005069
12/18/2009,110.21,19.1857,0.005069
12/21/2009,111.33,17.478,0.005069
12/22/2009,111.73,16.7259,0.005069
12/23/2009,111.95,16.684,0.009125
12/24/2009,112.48,16.4909,0.009125
12/28/2009,112.72,17.4837,0.005069
12/29/2009,112.562,17.205,0.005069
12/30/2009,112.52,17.346,0.009125
12/31/2009,111.44,17.8337,0.030417
1/4/2010,113.33,17.2507,0.039543
1/5/2010,113.63,17.6205,0.024334
1/6/2010,113.71,16.8631,0.015209
1/7/2010,114.19,16.568,0.010139
1/8/2010,114.57,16.4165,0.010139
1/11/2010,114.73,16.8037,0.009125
1/12/2010,113.66,17.5114,0.010139
1/13/2010,114.62,16.0076,0.010139
1/14/2010,114.93,15.4128,0.010139
1/15/2010,113.64,23.9931,0.010139
1/19/2010,115.06,15.2252,0.020278
1/20/2010,113.89,16.316,0.015208
1/21/2010,111.7,18.2895,0.005069
1/22/2010,109.21,21.8502,0.005069
1/25/2010,109.77,21.1275,0.008111
1/26/2010,109.31,20.5483,0.010139
1/27/2010,109.83,21.2556,-0.002028
1/28/2010,108.57,20.9496,0.005069
1/29/2010,107.39,21.7579,0.005069
2/1/2010,109.06,20.3184,0.037515
2/2/2010,110.38,18.8286,0.034473
2/3/2010,109.83,19.5009,0.032445
2/4/2010,106.44,22.7965,0.021292
2/5/2010,106.66,25.8365,0.020278
2/8/2010,105.89,23.1603,0.02332
2/9/2010,107.22,22.4392,0.019264
2/10/2010,107.01,22.5885,0.048668
2/11/2010,108.13,21.5345,0.037515
2/12/2010,108.04,21.3898,0.034473
2/16/2010,109.74,19.7919,0.026362
2/17/2010,110.26,18.9037,0.033459
2/18/2010,110.91,17.8453,0.060836
2/19/2010,111.14,16.7871,0.055766
2/22/2010,111.16,16.7174,0.043598
2/23/2010,109.81,18.4736,0.054752
2/24/2010,110.82,17.9107,0.070976
2/25/2010,110.67,17.8881,0.074018
2/26/2010,110.74,16.6732,0.076045
3/1/2010,111.89,16.6442,0.067933
3/2/2010,112.2,16.0169,0.070975
3/3/2010,112.3,16.0783,0.084158
3/4/2010,112.641,15.9532,0.091256
3/5/2010,114.25,14.7949,0.090241
3/8/2010,114.27,15.1203,0.091255
3/9/2010,114.46,15.5211,0.087199
3/10/2010,114.97,15.542,0.105453
3/11/2010,115.45,16.2001,0.101396
3/12/2010,115.46,15.5799,0.086185
3/15/2010,115.49,16.2456,0.101395
3/16/2010,116.41,15.6958,0.104437
3/17/2010,117.1,14.6984,0.125734
3/18/2010,117.0375,14.4198,0.126748
3/19/2010,115.97,14.8491,0.124719
3/22/2010,116.5925,14.7252,0.121676
3/23/2010,117.41,14.3793,0.101395
3/24/2010,116.84,15.4099,0.106467
3/25/2010,116.65,15.4728,0.103425
3/26/2010,116.582,15.7445,0.103424
3/29/2010,117.32,15.6815,0.106465
3/30/2010,117.4,15.1012,0.114577
3/31/2010,117,15.0778,0.145002
4/1/2010,117.8,15.5479,0.145
4/5/2010,118.76,14.6821,0.154125
4/6/2010,119.04,14.31,0.151083
4/7/2010,118.36,14.7484,0.153115
4/8/2010,118.7725,14.5692,0.150072
4/9/2010,119.55,14.5493,0.141958
4/12/2010,119.74,14.5858,0.139929
4/13/2010,119.83,14.4787,0.144999
4/14/2010,121.19,14.0423,0.145002
4/15/2010,121.29,14.0832,0.150072
4/16/2010,119.36,23.0483,0.145
4/19/2010,119.81,15.2211,0.136887
4/20/2010,120.88,13.3899,0.140943
4/21/2010,120.66,14.0355,0.134861
4/22/2010,121.02,13.8383,0.138917
4/23/2010,121.8125,13.7836,0.138915
4/26/2010,121.35,14.7995,0.134859
4/27/2010,118.48,17.7465,0.129788
4/28/2010,119.38,17.5508,0.135875
4/29/2010,120.8575,15.6032,0.130804
4/30/2010,118.8125,17.7118,0.129789
5/3/2010,120.35,16.5786,0.134859
5/4/2010,117.52,20.9171,0.129788
5/5/2010,116.82,22.0721,0.126748
5/6/2010,112.942,37.6984,0.05678
